WNV_Present,Trap_type_CDC,Trap_type_GRAVID,Trap_type_SENTINEL,Species_CULEX_PIPIENS,Species_CULEX_RESTUANS,Species_CULEX_SALINARIUS,Species_CULEX_TERRITANS,Year,Week,Month,Lat,Lon,Mosquito_number
0,1,0,0,0,1,0,0,2007,22,6,41.663756686541326,-87.63377020262799,4
0,0,1,0,0,1,0,0,2007,22,6,41.96158437,-87.7606167,2
0,1,0,0,0,1,0,0,2007,22,6,41.98724461,-87.68941677,2
0,0,1,0,0,1,0,0,2007,22,6,42.00073387413292,-87.79582801611002,9
0,0,1,0,0,1,0,0,2007,22,6,41.91613472,-87.80109281,10
0,0,1,0,0,1,0,0,2007,22,6,42.01302928,-87.81134973,1
0,0,1,0,0,1,0,0,2007,22,6,41.97418287,-87.82524093,2
0,0,1,0,0,1,0,0,2007,22,6,41.73144686,-87.64972225,1
0,1,0,0,0,1,0,0,2007,22,6,41.9885864,-87.85447335,2
0,0,1,0,0,1,0,0,2007,23,6,41.70433842,-87.65708427,2
0,0,1,0,1,0,0,0,2007,23,6,41.72147944,-87.65062149,1
0,0,1,0,1,0,0,0,2007,23,6,41.67688732,-87.66122193,3
0,0,1,0,0,1,0,0,2007,23,6,41.67688732,-87.66122193,6
0,0,1,0,0,1,0,0,2007,23,6,42.01052929,-87.66084507,1
0,0,1,0,0,1,0,0,2007,23,6,41.90933996,-87.76107828,1
0,0,1,0,0,1,0,0,2007,23,6,42.00659786,-87.67786621,1
0,1,0,0,0,1,0,0,2007,23,6,41.88377178,-87.71616837,1
0,0,1,0,1,0,0,0,2007,23,6,41.68817059,-87.67825168,1
0,0,1,0,0,1,0,0,2007,23,6,41.68819285,-87.67687311,2
0,1,0,0,0,1,0,0,2007,23,6,41.89221998,-87.69169773,2
0,0,1,0,0,1,0,0,2007,23,6,41.69277401,-87.61736615,1
0,1,0,0,0,1,0,0,2007,23,6,41.73242806,-87.63105648,1
0,0,1,0,0,1,0,0,2007,23,6,41.6821804,-87.71009165,6
0,0,1,0,0,1,0,0,2007,23,6,41.94850006,-87.73055319,5
0,0,1,0,0,1,0,0,2007,23,6,41.85783729,-87.63586199,3
0,0,1,0,0,1,0,0,2007,23,6,41.95354012,-87.77693904,1
0,0,1,0,0,1,0,0,2007,23,6,41.95800553,-87.70218108,2
0,0,1,0,0,1,0,0,2007,23,6,41.96144050852612,-87.66955066250219,1
0,1,0,0,0,1,0,0,2007,23,6,41.663756686541326,-87.63377020262799,3
0,0,1,0,0,1,0,0,2007,23,6,41.96158437,-87.7606167,1
0,1,0,0,0,1,0,0,2007,23,6,41.98724461,-87.68941677,1
0,0,1,0,0,1,0,0,2007,23,6,41.99023373,-87.79721988,1
0,0,1,0,0,1,0,0,2007,23,6,41.97010241,-87.78913065,1
0,0,1,0,0,1,0,0,2007,23,6,42.00073387413292,-87.79582801611002,3
0,0,1,0,0,1,0,0,2007,23,6,41.91613472,-87.80109281,5
0,0,1,0,0,1,0,0,2007,23,6,42.01780085,-87.68760145,2
0,0,1,0,0,1,0,0,2007,23,6,41.97418287,-87.82524093,2
0,1,0,0,1,0,0,0,2007,24,6,41.70100973,-87.6915017,1
0,0,1,0,0,1,0,0,2007,24,6,41.72147944,-87.65062149,2
0,0,1,0,1,0,0,0,2007,24,6,41.67688732,-87.66122193,1
0,0,1,0,0,1,0,0,2007,24,6,41.67688732,-87.66122193,19
0,1,0,0,0,1,0,0,2007,24,6,41.86759925,-87.69578544,1
0,0,1,0,0,1,0,0,2007,24,6,41.89613109,-87.65676212,1
0,0,1,0,0,1,0,0,2007,24,6,41.90728487,-87.70139464,3
0,0,1,0,0,1,0,0,2007,24,6,41.92170457,-87.66696324,1
0,0,1,0,0,1,0,0,2007,24,6,42.00659786,-87.67786621,2
